政府是否回应,发博账号,内容,点赞量,评论量,转发量,发布时间,评论链接,涉及企业,是否转发,转发自,转发内容,@的账号,@的政府账号数量,政府回复的类型(0反@1转发),政府回复的账号,回复内容,点赞量,评论量,转发量,发布时间,评论链接,涉及企业,是否转发,转发自,转发内容,@的账号
0,广州净水公司,#更名公告# 经广州市工商行政管理局核准，“广州市污水治理有限责任公司”更名为“广州市净水有限公司”。公司更名后，业务主体和法律关系不变。原以“广州市污水治理有限责任公司”名义签订的各类合同、合作协议、各项债权债务由变更后的“广州市净水有限公司”继续履行。特此公告。@广州水务 ​,0,8,11,2014-01-01 09:06:48,https://weibo.cn/comment/ApXcIEpk0?uid=2839471374&rl=1#cmtfrm,广州市净水,,,,@广州水务,1
0,蓝天梦在行动,2013年12月，国电石横发电有限公司三期2×330MW机组、华电潍坊发电有限公司1号机组、胜利发电厂二期2×300MW机组、国电费县发电公司2号机组、华电国际邹县发电厂2、6号机组、华润电力（菏泽）有限公司#1机组等共8台机组脱硝改造项目通过现场环保验收，为促进我省氮氧化物减排起到了积极作用。@山东环境 ​,0,0,4,2014-01-02 14:03:21,https://weibo.cn/comment/Aq8zAtTQ9?uid=1404548777&rl=1#cmtfrm,华电潍坊发电,,,,@山东环境,1
0,蓝天梦在行动,2013年12月，国电石横发电有限公司三期2×330MW机组、华电潍坊发电有限公司1号机组、胜利发电厂二期2×300MW机组、国电费县发电公司2号机组、华电国际邹县发电厂2、6号机组、华润电力（菏泽）有限公司#1机组等共8台机组脱硝改造项目通过现场环保验收，为促进我省氮氧化物减排起到了积极作用。@山东环境 ​,0,0,4,2014-01-02 14:03:21,https://weibo.cn/comment/Aq8zAtTQ9?uid=1404548777&rl=1#cmtfrm,国电菏泽发电厂,,,,@山东环境,1
0,海盐环保,州湾大桥北岸，很臭，臭里带酸，能检测一下吗@何依云 @海盐12345 @海盐发布 ​,0,6,0,2014-01-02 14:03:43,https://weibo.cn/comment/ApRTTxd99?rl=1#cmtfrm,嘉兴市联合污水处理,1,天空好远,转发理由:经排查，网友反映的味道来自嘉兴市联合污水处理厂，是污水处理过程中产生的臭气。该厂属于嘉兴市环境监察支队监管，我局已将情况及时向支队进行了汇报。      ,@何依云@海盐12345@海盐发布,1
0,龙华资讯哥,#龙华关注#今天晚上20点左右大浪商业中心华荣路旁有一处水管爆裂！水注是超大的！@深圳水务集团 @深圳市水务局 信息由邻居@yushu林峰 提供 ​,0,3,1,2014-01-02 20:23:39,https://weibo.cn/comment/Aqb3Xdqaw?uid=2713663613&rl=1#cmtfrm,深圳市水务（集团）,,,,@深圳水务集团@深圳市水务局,1
0,舜网老卢,庚辰钢铁曾被曝烟尘超标4倍多 排烟扰民3年多 -济南庚辰钢铁有限公司(庚辰钢铁)被指排烟扰民3年多，本报报道此事后，又有市民称该企业曾被曝烟(粉)尘超标严重，未做整改。 @济南环保 http://t.cn/8kDzfoN  ​,0,0,1,2014-01-03 09:25:25,https://weibo.cn/comment/AqgbhkRJr?uid=1045625387&rl=1#cmtfrm,济南庚辰钢铁,,,,@济南环保,1
0,平安永宁,新年之礼#【市政按期完工银川市第六污水处理尾水排放工程】为了保证阅海万家、阅海湾中央商务区暨中阿经贸论坛接待中心、自治区人民医院等单位尾水通过第六污水厂处理后能正常排放，市政一线工人努力克服零下10℃以下的恶劣天气，不畏严寒，加紧施工，按期完工银川市第六污水处理尾水排放工程。 ​,0,12,1,2014-01-03 11:50:22,https://weibo.cn/comment/AqgSiqe4z?rl=1#cmtfrm,银川污水处理,1,银川市政管理,转发理由:[话筒]银川市第六污水处理尾水排放工程按期完工@问政银川 @平安银川 @永宁微博      ,@问政银川@平安银川@永宁微博,2
0,朝露环保公益服务中心,本中心工作人员@其实我叫大石 根据浙江省环境信息自动检测与信息管理系统显示“绍兴市金丰印染有限公司”长时间废水排放超标，其中COD纳管排放超国家标准近10倍！ 多次向@绍兴-环保 电话投诉，均无果，望引起重视。@浙江环保 @浙江在线环保新闻网 @公众环境研究中心马军 @冯永锋 @绍兴E网 ​,0,9,43,2014-01-05 13:29:20,https://weibo.cn/comment/AqADh2Gko?uid=2512391712&rl=1#cmtfrm,绍兴市金丰印染,,,,@其实我叫大石@绍兴-环保@浙江环保@浙江在线环保新闻网@公众环境研究中心马军@冯永锋@绍兴E网,2
0,朝露环保公益服务中心,本中心工作人员@其实我叫大石 根据浙江省环境信息自动检测与信息管理系统显示“绍兴市金丰印染有限公司”长时间废水排放超标，其中COD纳管排放超国家标准近10倍！ 多次向@绍兴-环保 电话投诉，均无果，望引起重视。@浙江环保 @浙江在线环保新闻网 @公众环境研究中心马军 @冯永锋 @绍兴E网 ​,0,9,43,2014-01-05 13:29:20,https://weibo.cn/comment/AqADh2Gko?uid=2512391712&rl=1#cmtfrm,绍兴市金丰印染,,,,@其实我叫大石@绍兴-环保@浙江环保@浙江在线环保新闻网@公众环境研究中心马军@冯永锋@绍兴E网,2
0,威海经信,#经信资讯#【市经信委2013年争取国家淘汰落后产能奖励资金140万元】威海文隆电池有限公司7万千伏安时铅酸蓄电池淘汰项目于8月底通过省专家组的现场验收，提前完成国家下达我市的淘汰任务，获得了国家淘汰落后产能奖励资金140万元。http://t.cn/8FP21xd @威海发布 @山东经信 ​,0,0,0,2014-01-07 13:21:59,https://weibo.cn/comment/AqTrhoppC?uid=3876406800&rl=1#cmtfrm,威海文隆电池,,,,@威海发布@山东经信,1
