秀洲环保,@嘉兴环境保护 网民反映22日凌晨4点嘉兴市联欣水汽供应有限公司和嘉兴新嘉爱斯热电有限公司烟尘超标排放，经我局执法人员核实，嘉兴市联欣水汽供应有限公司晚上不生产，企业会停炉压火，空气会倒灌进烟囱， 详见长微博： http://t.cn/R7XkSpy,0,2,2,2014-10-27 14:23:43,https://weibo.cn/comment/BtuBvt0uq?uid=2035917540&rl=1#cmtfrm,嘉兴新嘉爱斯热电,,,,@嘉兴环境保护,嘉兴环境保护,2014-10-31 17:23:40,@污染地图
蔚蓝地图,污染地图# 江苏奥喜埃化工有限公司2014-07-30 08:49 在线监测数据，详见污染地图APP。希望排放浓度高的企业对此作出公开说明！,0,4,0,2014-07-30 11:48:08,https://weibo.cn/comment/BfVnDEgjT?rl=1#cmtfrm,江苏奥喜埃化工,1,指间缘小屋,转发理由:希望排放浓度高的江苏奥喜埃化工有限公司对此作出公开说明！3@江苏环保 @南京绿石 @绿色江南公众环境关注中心 @泰州环境保护局 @泰兴环保 @何春银微想,@江苏环保@南京绿石@绿色江南公众环境关注中心@泰州环境保护局@泰兴环保@何春银微想,泰州环境保护局,2014-08-04 08:56:49,"锅炉停运后，29日和30日发现多点的SO2和烟尘折算浓度超标,其原因是本厂老锅炉的这套CMES测量系统测量数值不稳定，在停运情况下会发生数值漂移现象，而折算浓度是根据氧量来换算的，停炉后的氧量为20%左右，因而会导致折算浓度超标的不符合事实的数据出现。",泰州环境保护局,2014-08-04 08:54:54,网友你好！你所反映的情况经泰兴环保局调查后，做出如下解释：按照省厅要求，江苏奥喜埃化工有限公司2台90T的循环流化床锅炉已经建好，现正进行设备调试，为配合新锅炉调试，已有旧的4台35T的链条锅炉已于7月26日开始暂停运行。
蔚蓝地图,东地区华能热电基本都超标啊，尤其是日照，[衰][衰][衰]@山东环境 @威海环境 @公众环境研究中心马军 @日照环境@烟台环境保护 ,0,50,0,2014-06-18 17:23:41,https://weibo.cn/comment/B8DBmr1hC?rl=1#cmtfrm,华能烟台发电,1,蔚薇2010,转发理由:【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。[good],@山东环境@威海环境@公众环境研究中心马军@日照环境@烟台环境保护,日照环境,2014-07-29 20:03:30,@SUN--MAY @环保小兵大勇 //@山东环境: #互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。/@污染地图: 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准,山东环境,2014-07-29 19:26:12,#互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。///@污染地图: @日照环境 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准，请核查（1）（2）,环翠环境,2014-06-17 08:20:50,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 17:18:20,【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,青岛环保,2014-06-13 13:02:51,也希望青岛更多企业能主动地面向社会答疑释惑//@北京金控杨斌:信息公开首当其冲的是环保部门，社会对监管不力的质疑要大过对排污企业的压力，可能会使监管部门疲与应付。社会监督的内在机制没有理顺//@山东环境:希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明,环翠环境,2014-06-13 11:46:02,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,罗庄环境,2014-06-13 11:01:37,又有罗庄[汗]//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 08:40:00,感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任
六朝松2011,东地区华能热电基本都超标啊，尤其是日照，[衰][衰][衰]@山东环境 @威海环境 @公众环境研究中心马军 @日照环境@烟台环境保护 ,0,50,0,2014-06-14 20:42:04,https://weibo.cn/comment/B8DBmr1hC?rl=1#cmtfrm,华能烟台发电,1,蔚薇2010,转发理由:@烟台环境保护: 【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于,@山东环境@威海环境@公众环境研究中心马军@日照环境@烟台环境保护@烟台环境保护,日照环境,2014-07-29 20:03:30,@SUN--MAY @环保小兵大勇 //@山东环境: #互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。/@污染地图: 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准,山东环境,2014-07-29 19:26:12,#互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。///@污染地图: @日照环境 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准，请核查（1）（2）,环翠环境,2014-06-17 08:20:50,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 17:18:20,【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,青岛环保,2014-06-13 13:02:51,也希望青岛更多企业能主动地面向社会答疑释惑//@北京金控杨斌:信息公开首当其冲的是环保部门，社会对监管不力的质疑要大过对排污企业的压力，可能会使监管部门疲与应付。社会监督的内在机制没有理顺//@山东环境:希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明,环翠环境,2014-06-13 11:46:02,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,罗庄环境,2014-06-13 11:01:37,又有罗庄[汗]//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 08:40:00,感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任
烟台环境,东地区华能热电基本都超标啊，尤其是日照，[衰][衰][衰]@山东环境 @威海环境 @公众环境研究中心马军 @日照环境@烟台环境保护 ,0,50,10,2014-06-13 17:18:20,https://weibo.cn/comment/B8DBmr1hC?rl=1#cmtfrm,华能烟台发电,1,蔚薇2010,转发理由:【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,@山东环境@威海环境@公众环境研究中心马军@日照环境@烟台环境保护@山东环境,日照环境,2014-07-29 20:03:30,@SUN--MAY @环保小兵大勇 //@山东环境: #互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。/@污染地图: 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准,山东环境,2014-07-29 19:26:12,#互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。///@污染地图: @日照环境 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准，请核查（1）（2）,环翠环境,2014-06-17 08:20:50,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 17:18:20,【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,青岛环保,2014-06-13 13:02:51,也希望青岛更多企业能主动地面向社会答疑释惑//@北京金控杨斌:信息公开首当其冲的是环保部门，社会对监管不力的质疑要大过对排污企业的压力，可能会使监管部门疲与应付。社会监督的内在机制没有理顺//@山东环境:希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明,环翠环境,2014-06-13 11:46:02,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,罗庄环境,2014-06-13 11:01:37,又有罗庄[汗]//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 08:40:00,感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任
山东环境,东地区华能热电基本都超标啊，尤其是日照，[衰][衰][衰]@山东环境 @威海环境 @公众环境研究中心马军 @日照环境@烟台环境保护 ,0,50,104,2014-06-13 08:49:59,https://weibo.cn/comment/B8DBmr1hC?rl=1#cmtfrm,华能烟台发电,1,蔚薇2010,转发理由:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！      ,@山东环境@威海环境@公众环境研究中心马军@日照环境@烟台环境保护@公众环境研究中心马军@烟台环境保护,日照环境,2014-07-29 20:03:30,@SUN--MAY @环保小兵大勇 //@山东环境: #互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。/@污染地图: 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准,山东环境,2014-07-29 19:26:12,#互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。///@污染地图: @日照环境 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准，请核查（1）（2）,环翠环境,2014-06-17 08:20:50,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 17:18:20,【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,青岛环保,2014-06-13 13:02:51,也希望青岛更多企业能主动地面向社会答疑释惑//@北京金控杨斌:信息公开首当其冲的是环保部门，社会对监管不力的质疑要大过对排污企业的压力，可能会使监管部门疲与应付。社会监督的内在机制没有理顺//@山东环境:希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明,环翠环境,2014-06-13 11:46:02,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,罗庄环境,2014-06-13 11:01:37,又有罗庄[汗]//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 08:40:00,感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任
烟台环境,东地区华能热电基本都超标啊，尤其是日照，[衰][衰][衰]@山东环境 @威海环境 @公众环境研究中心马军 @日照环境@烟台环境保护 ,0,50,117,2014-06-13 08:40:00,https://weibo.cn/comment/B8DBmr1hC?rl=1#cmtfrm,华能烟台发电,1,蔚薇2010,转发理由:感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军      ,@山东环境@威海环境@公众环境研究中心马军@日照环境@烟台环境保护@豫鲁风骨@生态小哥@公众环境研究中心马军,日照环境,2014-07-29 20:03:30,@SUN--MAY @环保小兵大勇 //@山东环境: #互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。/@污染地图: 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准,山东环境,2014-07-29 19:26:12,#互动#//@公众环境研究中心马军: 感谢回复！日照加油！//@环保老孙: 华能日照电厂1#、2#机组脱硝土建工程正在施工，2#机组计划9月初停机、1#机组计划12月初停机，安装脱硝设备。///@污染地图: @日照环境 2014年7月29日11：00（1）（2）氮氧化物分别为616，706均超过100的标准，请核查（1）（2）,环翠环境,2014-06-17 08:20:50,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 17:18:20,【关于华能烟台电厂超标排放问题的回复】该企业现有4-7号发电机组4台，其中4、5、7号机组未安装脱硝设施，6号机组已安装低氮燃烧器，但还未经环保验收。该公司年内将完成4号和7号机组低氮燃烧器改造、SCR脱硝改造；其中，4号机组低氮燃烧器改造工作将于8月份完成，其余工程将于11月份完成。 @山东环境,青岛环保,2014-06-13 13:02:51,也希望青岛更多企业能主动地面向社会答疑释惑//@北京金控杨斌:信息公开首当其冲的是环保部门，社会对监管不力的质疑要大过对排污企业的压力，可能会使监管部门疲与应付。社会监督的内在机制没有理顺//@山东环境:希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明,环翠环境,2014-06-13 11:46:02,//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,罗庄环境,2014-06-13 11:01:37,又有罗庄[汗]//@山东环境: 希望看到更多的企业直接向社会作公开说明，展现负责任的良好形象，而不是环保部门帮助说明。//@山东环境:#互动#//@公众环境研究中心马军: 感谢烟台环保的积极跟进和回复[good]期待结果！//@烟台环境保护:我们已责成有关单位调查处理，将在第一时间向您反馈！,烟台环境,2014-06-13 08:40:00,感谢您对烟台环保工作的关注，您反映的烟台华能发电厂超标排放问题，我们已责成有关单位调查处理，调查结果将在第一时间向您反馈！ @豫鲁风骨 @生态小哥 @公众环境研究中心马军,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任,山东环境,2014-06-12 11:54:58,#互动#//@日照环境: //@SUN--MAY:@山东环境 //@SUN--MAY:经查，华能日照电厂超标数据为4号机组，该机组已于5月29日0时35分停机，进行环保升级改造，停机改造时间约2个月。@生态小哥 @boderwin @蔚薇2010 //@公众环境研究中心马军:大企业有大责任
设计狗de日常,#泰安身边事#泰安中科环保电力有限公司应该出来说明一下，村民围堵门口只求给出答复。热电厂把生活垃圾变成了气体垃圾，厂区周围恶气熏天，市区的垃圾运到郊区处理，市区生活垃圾解决了，可是郊区空气污染谁谁来治理！求治理@山东环境@泰安环境@岱岳环境@绿行齐鲁@in泰安@泰安县令@污染地图 ,0,13,34,2014-12-08 11:33:29,https://weibo.cn/comment/BzRrgoCqK?uid=1884589661&rl=1#cmtfrm,泰安中科环保电力,,,,@山东环境@泰安环境@岱岳环境@绿行齐鲁@泰安县令@污染地图,山东环境,2014-12-08 15:21:17,#互动#//@泰安环境: 请@岱岳环境 尽快调查处理并回复。 //@泰安城市资讯:@泰安环境@山东环境 //@生态梦人: 据了解，省厅已责成当地环保部门尽快查处，并公布结果。 //@菜乡时报:@冯永锋@好空气保卫侠 //@豫鲁风骨:关注。@生态梦人@拨云见晴空@心心12369
设计狗de日常,#泰安身边事#泰安中科环保电力有限公司应该出来说明一下，村民围堵门口只求给出答复。热电厂把生活垃圾变成了气体垃圾，厂区周围恶气熏天，市区的垃圾运到郊区处理，市区生活垃圾解决了，可是郊区空气污染谁谁来治理！求治理@山东环境@泰安环境@岱岳环境@绿行齐鲁@in泰安@泰安县令@污染地图 ,0,13,34,2014-12-08 11:33:29,https://weibo.cn/comment/BzRrgoCqK?uid=1884589661&rl=1#cmtfrm,泰安中科环保电力,,,,@山东环境@泰安环境@岱岳环境@绿行齐鲁@泰安县令@污染地图,山东环境,2014-12-08 15:21:17,#互动#//@泰安环境: 请@岱岳环境 尽快调查处理并回复。 //@泰安城市资讯:@泰安环境@山东环境 //@生态梦人: 据了解，省厅已责成当地环保部门尽快查处，并公布结果。 //@菜乡时报:@冯永锋@好空气保卫侠 //@豫鲁风骨:关注。@生态梦人@拨云见晴空@心心12369
新泰环保,@泰安环境 山东光明热电股份有限公司烟气在线上传数据异常情况说明 ,0,2,8,2014-12-04 10:49:21,https://weibo.cn/comment/BzfrmxoSD?uid=3525323332&rl=1#cmtfrm,山东光明热电股份,,,,@泰安环境,泰安环境,2014-12-04 10:53:55,做好后续监督。//@山东环境 @公众环境马军 @绿行齐鲁 @环保汪昭华 @污染地图
蔚蓝地图,于临邑恒利热电有限公司在线数据超标情况的说明 @米斯特_徐 关于临邑恒利热电有限公司在线数据超标情况的说明 ,0,7,4,2014-10-11 19:20:02,https://weibo.cn/comment/Br5syaQ83?rl=1#cmtfrm,临邑恒利热电,1,德州环境,,@米斯特_徐@公众环境研究中心马军@王晶晶AYIXIN@德州环境,山东环境,2014-10-11 19:27:01,#互动#//@污染地图: #污染地图# 期待十月底可以看到一个达标排放的临邑恒利热电有限公司[围观][威武]@公众环境研究中心马军 @王晶晶AYIXIN 感谢@德州环境 的回应[耶]
