龙口环境,山东空气观察#2017年01月04日18点，华电龙口发电股份有限公司（山东百年电力发展股份有限公司）在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图#@烟台环境 @绿行齐鲁 @蔚蓝地图 @公众环境马军 http://t.cn/RMAno2R,1,7,9,2017-01-09 15:20:18,https://weibo.cn/comment/EphILok3V?rl=1#cmtfrm,华电龙口发电股份,1,山东空气观察团,转发理由:回复@烟台环境: 华电龙口发电股份有限公司 #3、#4机组大气污染物执行标准的说明      您好，您反映问题是华电龙口发电股份有限公司#3、#4机组2017年1月4日16时大气污染物在线监测数据超标，经龙口市环保局调查您所反映的#3、#4机组大气污染物在线监测数据超标问题是由于您所使用平台所标注执行标准有误,@烟台环境,@绿行齐鲁,@蔚蓝地图,@公众环境马军,@烟台环境,,,,,,,,
威海环境,关于荣成邱家水产有限公司热电厂二氧化硫排放超标问题的调查处理情况#接到@蔚蓝天空反映的荣成市邱家水产有限公司热电厂二氧化硫排放超标的问题后，我局高度重视，立即安排执法人员前往现场进行调查，现将有关情况报告如下：        一、基本情况       经查，荣成邱家水产有限公司热电厂隶属于好当家集团，成立于1996年，2004年进行二期扩建工程，二期工程投入使用的同时一期工程停止使用。该厂于2005年8月配套建设了高效静电除尘；2009年7月配套建设了炉外湿法脱硫工程，并安装了在线监测装置；20 14年12月配套建设了脱硝工程，脱硝方式为SNCR法。       二、查处情况       经现场调查了解，2017年1月1日山东省实施了新的大气污染物排放标准，由于该厂75吨锅炉的脱硫设备陈旧，达不到新的排放标准，导致二氧化硫日均值浓度超标。       针对上述问题，我局对该厂下达了《环境违法行为限期改正通知书》，责令采取如下整改措施：一是限制生产，降低生产负荷。二是加强燃煤管理，调整使用低硫煤，确保二氧化硫达标排放。三是尽快完成设备升级，达到超低排放标准。       目前，该厂已按照环保部门的要求，减少工业用气量，降低生产负荷，使用含硫率低于0.4%的低硫煤，二氧化硫日均值浓度现已达标排放。       三、下步措施       我局将加大对该厂的执法监管力度，加密现场检查频次，同时做好污染物排放的监督性监测工作，确保该厂污染物稳定达标排放。@山东环境 @威海环境 @蔚蓝天空,1,3,21,2017-01-12 09:17:05,https://weibo.cn/comment/Eqrl0fN8V?rl=1#cmtfrm,荣成邱家水产,1,荣成环境,,@蔚蓝天空反映的荣成市邱家水产有限公司热电厂二氧化硫排放超标的问题后,@山东环境,@威海环境,@蔚蓝天空,@山东环境,@威海发布,@公众环境马军,,,,,,
江苏环保,海大屯能源股份有限公司发电厂 热电分厂 ，在江苏省企业自行监测平台上数据显示，其8# 监测点位 氮氧化物数据显示连续多日超标排放。请 @环保部发布关注，请 @江苏环保 @徐州环保 给予说明。@绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图#  @PECC-LiJ @PECC-米菲,1,6,1,2017-01-13 10:15:20,https://weibo.cn/comment/Epxy729l3?rl=1#cmtfrm,上海大屯能源股份,1,PECC-LN,转发理由:@徐州环保:经沛县环保现场检查，8号监测点位是上海大屯能源股份有限公司热电分厂8、9号锅炉共同废气排放口， #8、#9机组为2×75ｔ/ｈ 循环流化床锅炉+2×15MW热电机组， 2014年10月#8、#9锅炉完成脱硝改造项目。,@环保部发布关注,@江苏环保,@徐州环保,@绿色江南公众环境关注中心,@蔚蓝地图,@徐州环保,,,,,,,
大丰市环保志愿者,2017年01月19日06点，扶绥新宁海螺水泥有限责任公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# http://t.cn/RM8Z8tD 怎么没有数据？@蔚蓝地图,0,2,1,2017-01-19 06:57:02,https://weibo.cn/comment/EruBVp1WS?uid=1707640501&rl=1#cmtfrm,扶绥新宁海螺水泥,,,,@蔚蓝地图,,,,,,,,,,,,
菏泽环境,山东空气观察#二氧化硫和烟尘长时间超标准10倍排放，请@菏泽环境 注意 2017年01月20日10点，山东玉皇化工有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# @菏泽环境 @绿行齐鲁 @蔚蓝地图 http://t.cn/RMD4zKV,2,2,0,2017-01-20 10:53:00,https://weibo.cn/comment/ErFnZmfKa?rl=1#cmtfrm,山东玉皇化工,1,抒一纸时光,转发理由:您好，关于您反映的“山东玉皇化工有限公司二氧化硫和烟尘长时间超标准10倍排放”的环境问题，我们将及时转交给相关科室进行核实查处，感谢您对环保工作的支持。,@菏泽环境,@菏泽环境,@绿行齐鲁,@蔚蓝地图,,,,,,,,,
环保东营,#回音廊#关于网友反映的山东华泰纸业股份有限公司锅炉涉嫌超标排放的问题已经广饶县环保局调查处理，现回复如下。现场检查未发现冒黑烟现象。该项目为山东华泰纸业股份有限公司2170t/h锅炉烟气治理项目，该项目现已取得环评批复。现场检查发现该治理项目已基本建设完成，正在进行设备调试，我局执法人员要求其严格按照环评批复进行建设，加快设备调试进度。@蔚蓝地图@山东空气观察团@山东环境,0,2,0,2017-01-25 09:09:51,https://weibo.cn/comment/Esq2Osepu?uid=1602726821&rl=1#cmtfrm,山东华泰纸业股份,,,,@蔚蓝地图,@山东空气观察团,@山东环境,,,,,,,,,,
济南环保,#环保工作动态#  【自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司】2017年2月3日，由环保局局长高立文局长带队，对章丘区环境保护督察自查自纠工作开展及环境突出问题整改情况进行了督导检查。      督导组分别查看山东闽源钢铁有限公司的烧结机排放情况和章丘华明水泥有限公司物料覆盖情况。区委副书记孟学峰将章丘区环境保护督察自查自纠工作准备和开展情况、存在的问题和处理情况以及下一步自查自纠的工作打算进行了汇报，高立文局长指出了我区环境保护督察自查自纠工作开展及环境突出问题整改情况中的不足，对下一步的工作给出了多方面的建议。韩伟区长表示，下一步将结合我区实际，进一步深入开展环境保护督察自查自纠工作，加快推进解决环境突出问题。@山东环境 @绿之芽 @拨云见晴空 @生态梦人 @豫鲁风骨 @中国环境新闻 @环保部发布,10,18,11,2017-02-03 17:44:30,https://weibo.cn/comment/EtQgaC9Ga?uid=3567934541&rl=1#cmtfrm,山东闽源钢铁,,,,@山东环境,@绿之芽,@拨云见晴空,@生态梦人,@豫鲁风骨,@中国环境新闻,@环保部发布,,,,,,
济南环保,#环保工作动态#  【自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司】2017年2月3日，由环保局局长高立文局长带队，对章丘区环境保护督察自查自纠工作开展及环境突出问题整改情况进行了督导检查。      督导组分别查看山东闽源钢铁有限公司的烧结机排放情况和章丘华明水泥有限公司物料覆盖情况。区委副书记孟学峰将章丘区环境保护督察自查自纠工作准备和开展情况、存在的问题和处理情况以及下一步自查自纠的工作打算进行了汇报，高立文局长指出了我区环境保护督察自查自纠工作开展及环境突出问题整改情况中的不足，对下一步的工作给出了多方面的建议。韩伟区长表示，下一步将结合我区实际，进一步深入开展环境保护督察自查自纠工作，加快推进解决环境突出问题。@山东环境 @绿之芽 @拨云见晴空 @生态梦人 @豫鲁风骨 @中国环境新闻 @环保部发布,10,18,11,2017-02-03 17:44:30,https://weibo.cn/comment/EtQgaC9Ga?uid=3567934541&rl=1#cmtfrm,山东闽源钢铁,,,,@山东环境,@绿之芽,@拨云见晴空,@生态梦人,@豫鲁风骨,@中国环境新闻,@环保部发布,,,,,,
市中环保,环保工作动态#  【自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司】2017年2月3日，由环保局局长高立文局长带队，对章丘区环境保护督察自查自纠工作开展及环境突出问题整改情况进行了督导检查。      督导组分别查看山东闽源钢铁有限公司的烧结机排放情况和章丘华明水泥有限公司物料覆盖情况。区委副书记孟学峰将章丘区环境保护督察自查自纠工作准备和开展情况、存在的问题和处理情况以及下一步自查自纠的工作打算进行了汇报，高立文局长指出了我区环境保护督察自查自纠工作开展及环境突出问题整改情况中的不足，对下一步的工作给出了多方面的建议。韩伟区长表示，下一步将结合我区实际，进一步深入开展环境保护督察自查自纠工作，加快推进解决环境突出问题。@山东环境 @绿之芽 @拨云见晴空 @生态梦人 @豫鲁风骨 @中国环境新闻 @环保部发布,1,18,0,2017-02-04 10:35:04,https://weibo.cn/comment/EtQgaC9Ga?rl=1#cmtfrm,山东闽源钢铁,1,济南环保,转发理由:自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司      ,@山东环境,@绿之芽,@拨云见晴空,@生态梦人,@豫鲁风骨,@中国环境新闻,@环保部发布,,,,,,
平阴环保,环保工作动态#  【自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司】2017年2月3日，由环保局局长高立文局长带队，对章丘区环境保护督察自查自纠工作开展及环境突出问题整改情况进行了督导检查。      督导组分别查看山东闽源钢铁有限公司的烧结机排放情况和章丘华明水泥有限公司物料覆盖情况。区委副书记孟学峰将章丘区环境保护督察自查自纠工作准备和开展情况、存在的问题和处理情况以及下一步自查自纠的工作打算进行了汇报，高立文局长指出了我区环境保护督察自查自纠工作开展及环境突出问题整改情况中的不足，对下一步的工作给出了多方面的建议。韩伟区长表示，下一步将结合我区实际，进一步深入开展环境保护督察自查自纠工作，加快推进解决环境突出问题。@山东环境 @绿之芽 @拨云见晴空 @生态梦人 @豫鲁风骨 @中国环境新闻 @环保部发布,0,18,0,2017-02-04 15:34:03,https://weibo.cn/comment/EtQgaC9Ga?rl=1#cmtfrm,山东闽源钢铁,1,济南环保,转发理由:自查自纠——济南章丘区山东闽源钢铁和章丘华明水泥有限公司      ,@山东环境,@绿之芽,@拨云见晴空,@生态梦人,@豫鲁风骨,@中国环境新闻,@环保部发布,,,,,,
