嘉兴环境保护,深度好文#【超低排放是环保史上的重大技术突破】针对燃煤电厂实施超低排放的必要性和可行性，专家指出，我国的煤电技术已达到世界先进水平，但如果烟气处理系统环保指标达不到，就名不副实。在我国煤电大规模走向世界的时候，超低排放显得格外重要。关于超低排放的深度全面解析，一起来看！ ​,1,27,0,2016-02-23 13:30:10,https://weibo.cn/comment/Dj8PAFDtY?rl=1#cmtfrm,嘉兴新嘉爱斯热电,1,中国环境新闻,转发理由:【超低排放是环保史上的重大技术突破】我市嘉兴电厂、新嘉爱斯热电的10台燃煤机组去年在全国率先实现了烟气超低排放，达到了天然气机组的排放标准，今明年两年内完成全市所有燃煤热电企业烟气超低改造。      
大丰市环保志愿者,2016年04月30日09点，南漳县银泰达水务有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,0,0,1,2016-04-30 09:00:46,https://weibo.cn/comment/Dtk3nwAHw?uid=1707640501&rl=1#cmtfrm,南漳县银泰达水务,,,
微博曲靖,记者从曲靖市城市供排水总公司获悉，因曲靖创业水务有限公司将于11月29日上午11：00—12月1日下午18:00，对第二自来水厂二泵房进线配电室进行改造，改造期间，二水厂将停电停产，城区部分片区供水将受到停水影响。停水范围：寥廓北路、麒麟西路以西、大花桥以西、320国道双友钢铁厂、恒大名都、职教园区、五馆一中心等区域。停水时间：2016年11月29日上午11:00—2016年12月1日下午18:00.,2,3,0,2016-11-25 09:44:52,https://weibo.cn/comment/Ej9cJFSZD?uid=1665222757&rl=1#cmtfrm,曲靖创业水务,,,
亳州发布,【白酒酒庄联盟工作会议在我市召开】#亳州聚焦#9月8日上午，中国酒业协会白酒酒庄联盟工作会议在我市召开，多家国内知名白酒企业负责人相聚亳州，共同探讨白酒酒庄的发展。本次活动由中国酒业协会主办，安徽古井贡酒股份有限公司承办。会上，古井集团推出的“古井酒庄”酒正式亮相。By蒋海涛 ​,6,2,2,2016-09-08 15:46:45,https://weibo.cn/comment/E7keTrbIY?uid=3442980450&rl=1#cmtfrm,安徽古井贡酒股份,,,
界首发布,#权威发布# 【界首市场监管局查获涉嫌假冒“古井”白酒】 日前，界首市市场监管局接到安徽省古井贡酒股份有限公司打假技术人员的举报：在芦村镇芦村集南街一超市正在销售假冒“古井”牌原浆15年白酒，请求给予查处。接举报后，界首市市场监管局光武所迅速行动，派出执法人员和车辆，与安徽古井贡酒股份有限公司打假技术人员一起进行实地检查，在该超市经营场所发现涉嫌假冒“古井”牌原浆15年白酒共计328瓶。经安徽古井贡酒股份有限公司打假技术人员现场鉴定，这些白酒属于假冒产品。执法人员依法对假冒白酒进行了查扣。目前，案件正在进一步调查处理中。,1,0,0,2016-08-15 18:34:41,https://weibo.cn/comment/E3H58EJcA?uid=2230474770&rl=1#cmtfrm,安徽古井贡酒股份,,,
深圳市消费者委员会,爱美的姑娘看过来！瘦脸针仅两种正规！食药品总局提醒：注射用A型肉毒毒素仅批准上市了两种，消费者使用时应注意辨别。批准上市分别为兰州生物制品研究所生产的国产产品(商品名：衡力)和Allergan Pharmaceuticals Ireland生产的进口产品(商品名：保妥适 BOTOX)，包装见下图，认准啦！ ​,0,0,0,2016-06-08 14:36:21,https://weibo.cn/comment/DzhUXs8sv?uid=3199898533&rl=1#cmtfrm,兰州生物制品研究所,,,
临沂环境,#我们在行动# 局调研员冯国鸣带队对沂水空气质量恶化情况进行督导，第三站沂水县热电有限公司环境违法行为整改进行督导。 ​,8,1,2,2016-05-20 18:16:37,https://weibo.cn/comment/DwqeWcAA5?uid=3600956903&rl=1#cmtfrm,沂水县热电,,,
安徽发布,#微播江淮#【安徽省最大连片光伏电站即将并网发电[鼓掌][鼓掌]】信义光伏寿县东大圩电站是我省最大的连片光伏电站，总投资27亿元，装机容量300兆瓦。目前一期、二期已并网发电，三期将于本月底投产。图为12月8日拍摄的东大圩光伏电站一角↓↓ ​,11,2,3,2016-12-10 15:00:08,https://weibo.cn/comment/ElsG9qhA6?uid=3011694992&rl=1#cmtfrm,大连发电,,,
淄博环保,#环保在行动# 市环保局危管中心主任刘莹珍带队夜查环保能源垃圾发电厂、山东耀昌球团有限公司、淄博鸿烨上勤塑胶有限公司。@山东环境 @张店环境保护 @桓台环保 ​,4,3,8,2016-09-09 01:57:53,https://weibo.cn/comment/E7oeXdIoh?uid=3114085181&rl=1#cmtfrm,淄博环保能源,,,,@山东环境,@张店环境保护,@桓台环保
山东环境,#工作动态#今天上午，由省环保厅主办的山东省燃煤锅炉超低排放及能源替代关键技术交流暨供需对接会在@山东省环保技术服务中心 举办。济南、淄博、枣庄、潍坊、泰安、莱芜、德州、聊城、滨州、菏泽等市环保局及所辖130余家需方企业，34家供方企业参加技术交流暨供需对接会。 ​,18,8,26,2016-07-05 10:19:57,https://weibo.cn/comment/DDmMhBFjv?uid=3354394424&rl=1#cmtfrm,淄博环保能源,,,,@山东省环保技术服务中心
大丰市环保志愿者,内蒙古乌拉山化肥有限责任公司在线监测数据，希望排放浓度高的企业作出公开说明！2016年11月20日08点#蔚蓝地图# http://t.cn/Rc3uqSB ​,1,2,24,2016-11-20 08:38:34,https://weibo.cn/comment/EinDlkCHm?uid=1707640501&rl=1#cmtfrm,内蒙古乌拉山化肥,,,
大丰市环保志愿者,内蒙古乌拉山化肥有限责任公司在线监测数据，希望排放浓度高的企业作出公开说明！2016年11月20日08点#蔚蓝地图# http://t.cn/Rc3uqSB ​,1,2,24,2016-11-20 08:38:34,https://weibo.cn/comment/EinDlkCHm?uid=1707640501&rl=1#cmtfrm,内蒙古乌拉山化肥,,,
广西质监发布,#质监播报#近日，广西特检院承接的亚洲最大跨度预应力钢桁架结构（跨度199米、支座间净跨191米）——国投钦州发电有限公司二期扩建工程封闭煤场钢结构工程安装质量非法定第三方委托检测业务圆满完成。这是广西特检院首次开展钢结构非法定第三方检测，妥妥滴树立了咱们“广西特检”品牌！[给力] ​,0,0,0,2016-12-30 10:38:30,https://weibo.cn/comment/EotvSudgN?uid=3058245523&rl=1#cmtfrm,国投钦州发电,,,
大丰市环保志愿者,2016年04月09日21点，高密万仁热电有限公司城南热电厂在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# ​,0,5,3,2016-04-09 21:57:57,https://weibo.cn/comment/DqdapucJ5?uid=1707640501&rl=1#cmtfrm,高密万仁热电,,,
株洲12345,【计划停电信息】7月29日06:30至18:00，停电范围：天元区：北京汽车股份有限公司株洲分公司在建施工工地。 ​,1,2,0,2016-07-28 17:34:00,https://weibo.cn/comment/E0WZzsr0Y?uid=2162585250&rl=1#cmtfrm,北京汽车股份,,,
上海环境,【工行成功承销境内首支绿色企业债券】 近日，中国工商银行成功为北京汽车股份有限公司发行了首期25亿元绿色企业债券。这支债券是境内首支绿色企业债券，也是我国商业银行第一次承销绿色企业债券，进一步拓展了企业的绿色融资渠道，对我国绿色金融体系建设具有重要意义。工行成功承销境内首支绿色企业债券 ​,0,0,0,2016-04-29 12:44:44,https://weibo.cn/comment/Dtc5NtBNs?uid=1787537264&rl=1#cmtfrm,北京汽车股份,,,
东营发布,【2016年度东营市首席技师名单出炉】2016年度东营市首席技师拟考察人选出炉，共有10人入选，分别是：正和集团股份有限公司周海峰东营华泰化工集团有限公司郭新忠山东泰丰清洗科技有限公司王加刚东营市金宇宾馆有限公司侯典玉山东万得福实业集团有限公司王海涛东营职业学院刘书峰东营市宏远纺织有限公司郑安芹东营职业学院吴秀玲东营市技师学院刘兵胜利油田胜机石油装备有限公司耿向东,4,1,4,2016-12-12 08:44:47,https://weibo.cn/comment/ElJ4Mxmbx?uid=1608195440&rl=1#cmtfrm,东营华泰化工集团,,,
微山环境,9月19日下午，县委副书记、县长张玉强带队检查全县环境污染防治工作及秸秆禁烧工作。重点督导检查了微山首创水务有限公司废水深度除磷及扩建工程进展情况、众联二十度热力公司超低排放治理工程进展情况、微山湖稀土公司废水深度治理工程进展情况，同时对开发区、昭阳街道、韩庄镇、微山岛镇秸秆禁烧值班情况进行现场检查。县环保局、农业局、公安局有关负责同志陪同检查。@济宁环境 @山东环境,2,1,1,2016-09-19 19:02:47,https://weibo.cn/comment/E91dVpKSE?uid=3911898840&rl=1#cmtfrm,微山首创水务,,,,@济宁环境,@山东环境
镇海环保,【副市长李关定到镇海调研固废处置】副市长李关定昨天到我区调研固体废物处置，走访宁波华清环保技术有限公司、宁波渤川废液处置有限公司、宁波大地化工环保有限公司和固废填埋场，要求做好固废收集储存处置等规范化管理，严格落实安全措施，促进工业固废综合利用和无害化处置。http://t.cn/RGJCG8j ​,1,0,0,2016-02-17 09:32:22,https://weibo.cn/comment/Die3XoSfo?uid=2763420934&rl=1#cmtfrm,宁波大地化工环保,,,
广西质监发布,#质监播报#近日，为保障生产线安全，广西计量院受钦州中石化股份有限公司委托，承接了数千个用于有害气体（苯）生产岗位监测的压力表的紧急检定任务。目前已经完成了1300多块压力表的检定工作，按时按质完成了企业要求的第一批压力表的检定任务，得到了企业的好评。后续检定任务正在继续进行中。 ​,0,0,0,2016-12-01 09:46:06,https://weibo.cn/comment/Ek3Md9yCE?uid=3058245523&rl=1#cmtfrm,中石化股份,,,
青岛发布,#青岛城事# 【2016中国企业500强出炉[话筒]海尔海信青啤上榜[给力]】全球权威财经杂志《财富》（中文版）发布2016年度中国500强企业榜单[话筒]中石化、中石油位居前两位，岛城的@海尔 股份有限公司、@海信 电器股份有限公司、@青岛啤酒 公司三家企业上榜，分别排名第65位、185位和201位[给力] ​,29,14,12,2016-07-17 15:48:32,https://weibo.cn/comment/DFe3CB8sr?uid=2239082677&rl=1#cmtfrm,中石化股份,,,,@海尔,@海信,@青岛啤酒
江苏环保,【渔光互补】8月25日，在江苏兴化市沙沟镇光伏发电基地，工人正在对光伏和养殖用电设备进行“体检”。这个总投资达8亿元的8万千瓦光伏发电项目位于沙沟镇南部，由华电新能源集团江苏分公司投资，利用兴化市70万亩水产养殖面积，实行水上发电，水下养鱼的“渔光互补”新模式，年养殖收益将达到60万元。（杨峻峰  申祝存摄影报道）,2,1,3,2016-08-26 09:10:03,https://weibo.cn/comment/E5j5q6Ga1?uid=2729070152&rl=1#cmtfrm,华电江苏能源,,,
